DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
Codes & Regulations,3/26/2016,NO,NO,Eye Injury,1,243147.02,3,9,19,2.467642828,7.402928483,15.62840458
Codes & Regulations,3/26/2016,YES,YES,Strain (muscle/tendon),1,243147.02,3,9,19,2.467642828,7.402928483,15.62840458
Commonwealth Attorney         ,3/26/2016,NULL,NULL,NULL,0,46027.5,0,0,0,0,0,0
Community Services,3/26/2016,NULL,NULL,NULL,0,259706.25,1,1,2,0.770100835,0.770100835,1.54020167
Coroner                       ,3/26/2016,NULL,NULL,NULL,0,32253.25,0,0,0,0,0,0
Corrections                   ,3/26/2016,NO,NO,Bloodborne Pathogen Exposure,1,974054.95,17,25,32,3.490562827,5.133180628,6.570471204
Corrections                   ,3/26/2016,YES,YES,Crushing,1,974054.95,17,25,32,3.490562827,5.133180628,6.570471204
Corrections                   ,3/26/2016,NO,YES,Strain (muscle/tendon),1,974054.95,17,25,32,3.490562827,5.133180628,6.570471204
County Attorney               ,3/26/2016,NULL,NULL,NULL,0,189247.5,0,0,0,0,0,0
Dept of Information Technology,3/26/2016,NULL,NULL,NULL,0,98676.26668,0,0,1,0,0,2.026829822
Develop Louisville,3/26/2016,NULL,NULL,NULL,0,265909.05,0,0,1,0,0,0.752136868
Econ Growth & Innovation ,3/26/2016,NULL,NULL,NULL,0,55634.1,0,0,0,0,0,0
Econ Growth & Innovation-APCD,3/26/2016,NULL,NULL,NULL,0,94939.25,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,3/26/2016,NULL,NULL,NULL,0,402207.8,0,0,0,0,0,0
Fire & Rescue                 ,3/26/2016,YES,YES,Strain (muscle/tendon),1,1211166.717,47,47,50,7.761111555,7.761111555,8.256501654
Fleet & Facilities,3/26/2016,NULL,NULL,NULL,0,374971.55,8,12,17,4.266990389,6.400485584,9.067354577
Human Relations Commission    ,3/26/2016,NULL,NULL,NULL,0,26977.5,0,0,1,0,0,7.413585395
Human Resources,3/26/2016,NULL,NULL,NULL,0,92641.1,0,0,0,0,0,0
Internal Auditor              ,3/26/2016,NULL,NULL,NULL,0,11179,0,0,0,0,0,0
Kentuckiana Works Foundation,3/26/2016,NULL,NULL,NULL,0,37199.65,0,0,0,0,0,0
Library,3/26/2016,NULL,NULL,NULL,0,444160.52,5,9,9,2.251438286,4.052588915,4.052588915
Louisville Metro Council      ,3/26/2016,NULL,NULL,NULL,0,158408.1,0,0,0,0,0,0
Louisville Metro EMS,3/26/2016,YES,YES,Multiple injuries,1,552104.6,33,54,78,11.95425649,19.56151063,28.25551535
Louisville Metro EMS,3/26/2016,NO,NO,Sprain  (ligament),1,552104.6,33,54,78,11.95425649,19.56151063,28.25551535
Louisville Metro EMS,3/26/2016,NO,NO,Strain (muscle/tendon),1,552104.6,33,54,78,11.95425649,19.56151063,28.25551535
Mayor's Office                ,3/26/2016,NULL,NULL,NULL,0,45114.9,0,0,1,0,0,4.433125198
Metro Animal Services         ,3/26/2016,NO,YES,Contusion/Bruise,1,103593.73,2,4,4,3.861237548,7.722475096,7.722475096
Metro Criminal Justice Comm   ,3/26/2016,NULL,NULL,NULL,0,6835.05,0,0,0,0,0,0
Metro Parks & Recreation,3/26/2016,NULL,NULL,NULL,0,590931.88,8,22,24,2.707587887,7.445866688,8.12276366
Metro Police,3/26/2016,YES,YES,Cut or Laceration,2,2921360.507,81,104,145,5.545361472,7.119970285,9.926881648
Metro Police,3/26/2016,YES,YES,Strain (muscle/tendon),1,2921360.507,81,104,145,5.545361472,7.119970285,9.926881648
Office of Performance Improvmt,3/26/2016,NULL,NULL,NULL,0,22366.6,0,0,0,0,0,0
OMB ,3/26/2016,NULL,NULL,NULL,0,411740.63,0,1,1,0,0.485742687,0.485742687
Other Officials               ,3/26/2016,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,3/26/2016,NULL,NULL,NULL,0,45538.55,0,1,1,0,4.39188336,4.39188336
Public Health & Wellness,3/26/2016,NO,NO,Sprain  (ligament),1,373635.8467,0,0,6,0,0,3.211683276
PW&A ,3/26/2016,NO,NO,NULL,1,870814.8333,16,67,75,3.674719214,15.38788671,17.22524632
PW&A ,3/26/2016,NO,YES,Sprain  (ligament),2,870814.8333,16,67,75,3.674719214,15.38788671,17.22524632
Waterfront Development Corp,3/26/2016,NO,NO,Cut or Laceration,1,31334.2,0,0,1,0,0,6.382802178
Youth Detention Services      ,3/26/2016,NULL,NULL,NULL,0,252984.44,5,10,11,3.952812276,7.905624552,8.696187007
Zoo,3/26/2016,NO,YES,Other,1,342942.65,1,6,15,0.583187889,3.499127332,8.747818331
Zoo,3/26/2016,NO,NO,Other,1,342942.65,1,6,15,0.583187889,3.499127332,8.747818331
Belle of Louisville           ,3/12/2016,NULL,NULL,NULL,0,70079.02,0,0,0,0,0,0
Codes & Regulations,3/12/2016,NULL,NULL,NULL,0,242978.95,2,8,17,1.646233141,6.584932563,13.9929817
Commonwealth Attorney         ,3/12/2016,NULL,NULL,NULL,0,45877.5,0,0,0,0,0,0
Community Services,3/12/2016,NULL,NULL,NULL,0,261127.02,2,2,3,1.531821563,1.531821563,2.297732345
Coroner                       ,3/12/2016,NULL,NULL,NULL,0,32513.75,0,0,0,0,0,0
Corrections                   ,3/12/2016,YES,YES,NULL,1,972261.26,16,23,30,3.291296416,4.731238597,6.171180779
County Attorney               ,3/12/2016,NULL,NULL,NULL,0,188777.5,0,0,0,0,0,0
Dept of Information Technology,3/12/2016,NULL,NULL,NULL,0,98068.06668,0,0,1,0,0,2.039399845
Develop Louisville,3/12/2016,NULL,NULL,NULL,0,268154.05,0,0,1,0,0,0.745839938
Econ Growth & Innovation ,3/12/2016,NULL,NULL,NULL,0,56847.5,0,0,0,0,0,0
Econ Growth & Innovation-APCD,3/12/2016,NULL,NULL,NULL,0,95086.65,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,3/12/2016,NULL,NULL,NULL,0,402995.75,0,0,0,0,0,0
Fire & Rescue                 ,3/12/2016,YES,YES,Fracture,1,1210703.317,48,48,51,7.929275379,7.929275379,8.42485509
Fire & Rescue                 ,3/12/2016,YES,YES,Hernia,1,1210703.317,48,48,51,7.929275379,7.929275379,8.42485509
Fire & Rescue                 ,3/12/2016,YES,YES,Sudden Illness,1,1210703.317,48,48,51,7.929275379,7.929275379,8.42485509
Fleet & Facilities,3/12/2016,NO,NO,Eye Injury,1,378470.45,8,12,17,4.227542732,6.341314097,8.983528305
Human Relations Commission    ,3/12/2016,NULL,NULL,NULL,0,27087.2,0,0,1,0,0,7.383561239
Human Resources,3/12/2016,NULL,NULL,NULL,0,92663,0,0,0,0,0,0
Internal Auditor              ,3/12/2016,NULL,NULL,NULL,0,11203.4,0,0,0,0,0,0
Kentuckiana Works Foundation,3/12/2016,NULL,NULL,NULL,0,36696.45,0,0,0,0,0,0
Library,3/12/2016,NULL,NULL,NULL,0,444707.42,5,9,9,2.248669474,4.047605052,4.047605052
Louisville Metro Council      ,3/12/2016,NULL,NULL,NULL,0,158737.95,0,0,0,0,0,0
Louisville Metro EMS,3/12/2016,NO,YES,Other,1,554893.35,32,54,76,11.53374788,19.46319955,27.39265122
Louisville Metro EMS,3/12/2016,YES,YES,Other,1,554893.35,32,54,76,11.53374788,19.46319955,27.39265122
Louisville Metro EMS,3/12/2016,NO,YES,Strain (muscle/tendon),1,554893.35,32,54,76,11.53374788,19.46319955,27.39265122
Louisville Metro EMS,3/12/2016,NO,NO,Strain (muscle/tendon),1,554893.35,32,54,76,11.53374788,19.46319955,27.39265122
Mayor's Office                ,3/12/2016,NULL,NULL,NULL,0,44447.7,0,0,1,0,0,4.499670399
Metro Animal Services         ,3/12/2016,NULL,NULL,NULL,0,103830.23,2,3,3,3.852442588,5.778663882,5.778663882
Metro Criminal Justice Comm   ,3/12/2016,NULL,NULL,NULL,0,6842.55,0,0,0,0,0,0
Metro Parks & Recreation,3/12/2016,NULL,NULL,NULL,0,591259.73,8,23,25,2.706086545,7.779998817,8.456520454
Metro Police,3/12/2016,NO,NO,Bloodborne Pathogen Exposure,2,2925944.657,82,105,150,5.60502741,7.177169244,10.25309892
Metro Police,3/12/2016,YES,YES,Fracture,1,2925944.657,82,105,150,5.60502741,7.177169244,10.25309892
Metro Police,3/12/2016,NO,YES,Sprain  (ligament),1,2925944.657,82,105,150,5.60502741,7.177169244,10.25309892
Metro Police,3/12/2016,YES,YES,Strain (muscle/tendon),3,2925944.657,82,105,150,5.60502741,7.177169244,10.25309892
Office of Performance Improvmt,3/12/2016,NULL,NULL,NULL,0,22383,0,0,0,0,0,0
OMB ,3/12/2016,NULL,NULL,NULL,0,412805.53,0,1,1,0,0.484489634,0.484489634
Other Officials               ,3/12/2016,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,3/12/2016,NULL,NULL,NULL,0,45586.4,0,1,1,0,4.387273397,4.387273397
Public Health & Wellness,3/12/2016,NULL,NULL,NULL,0,374703.12,0,0,5,0,0,2.668779486
PW&A ,3/12/2016,YES,YES,Contusion/Bruise,1,873011.8833,17,71,78,3.894563253,16.26552888,17.86917257
PW&A ,3/12/2016,YES,YES,Strain (muscle/tendon),1,873011.8833,17,71,78,3.894563253,16.26552888,17.86917257
Waterfront Development Corp,3/12/2016,NULL,NULL,NULL,0,31530.2,0,0,0,0,0,0
Youth Detention Services      ,3/12/2016,YES,YES,Exposure to Substance,1,252798.65,5,10,11,3.955717327,7.911434654,8.702578119
Youth Detention Services      ,3/12/2016,NO,YES,Tear of muscle/tendon/ligament,1,252798.65,5,10,11,3.955717327,7.911434654,8.702578119
Zoo,3/12/2016,NULL,NULL,NULL,0,341936.25,2,6,14,1.1698087,3.509426099,8.188660898
Belle of Louisville           ,2/27/2016,NULL,NULL,NULL,0,70059.92,0,0,0,0,0,0
Codes & Regulations,2/27/2016,NULL,NULL,NULL,0,241857.45,3,10,19,2.480800157,8.269333858,15.71173433
Commonwealth Attorney         ,2/27/2016,NULL,NULL,NULL,0,45727.5,0,0,0,0,0,0
Community Services,2/27/2016,NULL,NULL,NULL,0,261485.8,2,2,3,1.529719778,1.529719778,2.294579667
Coroner                       ,2/27/2016,NULL,NULL,NULL,0,32830.25,0,0,0,0,0,0
Corrections                   ,2/27/2016,YES,YES,Contusion/Bruise,1,969576.05,15,22,30,3.094135834,4.53806589,6.188271668
Corrections                   ,2/27/2016,YES,YES,Puncture,1,969576.05,15,22,30,3.094135834,4.53806589,6.188271668
Corrections                   ,2/27/2016,YES,YES,Strain (muscle/tendon),1,969576.05,15,22,30,3.094135834,4.53806589,6.188271668
County Attorney               ,2/27/2016,NULL,NULL,NULL,0,188287.5,0,0,0,0,0,0
Dept of Information Technology,2/27/2016,NULL,NULL,NULL,0,97565.96668,0,0,1,0,0,2.049895131
Develop Louisville,2/27/2016,NULL,NULL,NULL,0,269731.19,0,0,1,0,0,0.741478952
Econ Growth & Innovation ,2/27/2016,NULL,NULL,NULL,0,57995.5,0,0,0,0,0,0
Econ Growth & Innovation-APCD,2/27/2016,NULL,NULL,NULL,0,94913.3,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,2/27/2016,NULL,NULL,NULL,0,404276.1,0,0,0,0,0,0
Fire & Rescue                 ,2/27/2016,YES,YES,Strain (muscle/tendon),2,1209800.717,47,47,50,7.769874716,7.769874716,8.265824166
Fleet & Facilities,2/27/2016,NO,YES,Strain (muscle/tendon),1,381145.2,10,16,20,5.247344057,8.395750491,10.49468811
Human Relations Commission    ,2/27/2016,NULL,NULL,NULL,0,26973.5,0,0,1,0,0,7.414684783
Human Resources,2/27/2016,NULL,NULL,NULL,0,92844.6,0,0,0,0,0,0
Internal Auditor              ,2/27/2016,NULL,NULL,NULL,0,11181,0,0,0,0,0,0
Kentuckiana Works Foundation,2/27/2016,NULL,NULL,NULL,0,36234.05,0,0,0,0,0,0
Library,2/27/2016,NULL,NULL,NULL,0,444785.92,5,9,9,2.248272607,4.046890693,4.046890693
Louisville Metro Council      ,2/27/2016,NULL,NULL,NULL,0,158558.65,0,0,0,0,0,0
Louisville Metro EMS,2/27/2016,NO,YES,Hyperextension,1,556812.1,32,54,76,11.49400309,19.39613022,27.29825735
Louisville Metro EMS,2/27/2016,NO,NO,"Scratches, abrasions-superficial",1,556812.1,32,54,76,11.49400309,19.39613022,27.29825735
Louisville Metro EMS,2/27/2016,YES,YES,Sprain  (ligament),2,556812.1,32,54,76,11.49400309,19.39613022,27.29825735
Louisville Metro EMS,2/27/2016,YES,YES,Strain (muscle/tendon),1,556812.1,32,54,76,11.49400309,19.39613022,27.29825735
Mayor's Office                ,2/27/2016,NULL,NULL,NULL,0,43831.8,0,0,1,0,0,4.562897257
Metro Animal Services         ,2/27/2016,NULL,NULL,NULL,0,104002.33,2,3,3,3.846067679,5.769101519,5.769101519
Metro Criminal Justice Comm   ,2/27/2016,NULL,NULL,NULL,0,6786.85,0,0,0,0,0,0
Metro Parks & Recreation,2/27/2016,NULL,NULL,NULL,0,590183.63,9,25,27,3.049898216,8.471939488,9.149694647
Metro Police,2/27/2016,YES,YES,Animal Bite,1,2929172.207,80,103,147,5.462294079,7.032703626,10.03696537
Metro Police,2/27/2016,NO,NO,Bloodborne Pathogen Exposure,4,2929172.207,80,103,147,5.462294079,7.032703626,10.03696537
Metro Police,2/27/2016,YES,YES,Multiple injuries,1,2929172.207,80,103,147,5.462294079,7.032703626,10.03696537
Metro Police,2/27/2016,YES,YES,Sprain  (ligament),2,2929172.207,80,103,147,5.462294079,7.032703626,10.03696537
Office of Performance Improvmt,2/27/2016,NULL,NULL,NULL,0,22375.1,0,0,0,0,0,0
OMB ,2/27/2016,NULL,NULL,NULL,0,413078.13,0,1,1,0,0.484169908,0.484169908
Other Officials               ,2/27/2016,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,2/27/2016,NULL,NULL,NULL,0,45432.6,0,1,1,0,4.402125346,4.402125346
Public Health & Wellness,2/27/2016,NULL,NULL,NULL,0,373970.55,0,0,5,0,0,2.674007352
PW&A ,2/27/2016,NO,YES,Contusion/Bruise,1,876049.7833,15,69,76,3.424462921,15.75252944,17.35061213
PW&A ,2/27/2016,NO,YES,Sprain  (ligament),1,876049.7833,15,69,76,3.424462921,15.75252944,17.35061213
Waterfront Development Corp,2/27/2016,NULL,NULL,NULL,0,31665.2,0,0,0,0,0,0
Youth Detention Services      ,2/27/2016,NULL,NULL,NULL,0,252781.2167,5,9,10,3.955990137,7.120782247,7.911980275
Zoo,2/27/2016,NULL,NULL,NULL,0,340469.3,2,6,15,1.174848951,3.524546853,8.811367134
Belle of Louisville           ,2/13/2016,NULL,NULL,NULL,0,69925.37,0,0,0,0,0,0
Codes & Regulations,2/13/2016,NO,NO,Animal Bite,1,240696.75,3,11,21,2.492763197,9.140131722,17.44934238
Commonwealth Attorney         ,2/13/2016,NULL,NULL,NULL,0,45577.5,0,0,0,0,0,0
Community Services,2/13/2016,NULL,NULL,NULL,0,261345.9,2,2,3,1.530538646,1.530538646,2.295807969
Coroner                       ,2/13/2016,NULL,NULL,NULL,0,33092.75,0,0,0,0,0,0
Corrections                   ,2/13/2016,NO,NO,Bloodborne Pathogen Exposure,1,967841.46,12,19,27,2.479744978,3.926262882,5.579426201
Corrections                   ,2/13/2016,NO,NO,Human Bite,1,967841.46,12,19,27,2.479744978,3.926262882,5.579426201
Corrections                   ,2/13/2016,NO,NO,Sudden Illness,1,967841.46,12,19,27,2.479744978,3.926262882,5.579426201
County Attorney               ,2/13/2016,NULL,NULL,NULL,0,187813.25,0,0,0,0,0,0
Dept of Information Technology,2/13/2016,NULL,NULL,NULL,0,96996.56668,0,0,1,0,0,2.061928652
Develop Louisville,2/13/2016,NULL,NULL,NULL,0,271054.59,0,0,1,0,0,0.737858746
Econ Growth & Innovation ,2/13/2016,NULL,NULL,NULL,0,59717.1,0,0,0,0,0,0
Econ Growth & Innovation-APCD,2/13/2016,NULL,NULL,NULL,0,94937.1,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,2/13/2016,NULL,NULL,NULL,0,405755.94,0,0,0,0,0,0
Fire & Rescue                 ,2/13/2016,YES,YES,Strain (muscle/tendon),1,1208829.667,48,48,51,7.94156552,7.94156552,8.437913365
Fleet & Facilities,2/13/2016,NO,NO,Cut or Laceration,1,383882.05,10,15,19,5.209933624,7.814900436,9.898873886
Human Relations Commission    ,2/13/2016,NULL,NULL,NULL,0,27027.6,0,0,1,0,0,7.399843123
Human Resources,2/13/2016,NULL,NULL,NULL,0,92032.4,0,0,0,0,0,0
Internal Auditor              ,2/13/2016,NULL,NULL,NULL,0,11137.4,0,0,0,0,0,0
Kentuckiana Works Foundation,2/13/2016,NULL,NULL,NULL,0,35780.15,0,0,0,0,0,0
Library,2/13/2016,NULL,NULL,NULL,0,444721.27,5,9,9,2.248599443,4.047478997,4.047478997
Louisville Metro Council      ,2/13/2016,NULL,NULL,NULL,0,158307.05,0,0,0,0,0,0
Louisville Metro EMS,2/13/2016,NO,YES,Sprain  (ligament),1,559449.15,33,56,77,11.79731884,20.01969259,27.5270773
Louisville Metro EMS,2/13/2016,YES,YES,Strain (muscle/tendon),1,559449.15,33,56,77,11.79731884,20.01969259,27.5270773
Louisville Metro EMS,2/13/2016,NO,NO,Strain (muscle/tendon),1,559449.15,33,56,77,11.79731884,20.01969259,27.5270773
Mayor's Office                ,2/13/2016,NULL,NULL,NULL,0,43253.7,0,0,1,0,0,4.623881888
Metro Animal Services         ,2/13/2016,NULL,NULL,NULL,0,103846.73,2,3,3,3.851830481,5.777745722,5.777745722
Metro Criminal Justice Comm   ,2/13/2016,NULL,NULL,NULL,0,6770.45,0,0,0,0,0,0
Metro Parks & Recreation,2/13/2016,YES,YES,"Concussion-Brain, cerebral",1,588568.63,9,25,27,3.058266969,8.495186025,9.174800907
Metro Parks & Recreation,2/13/2016,NO,YES,Contusion/Bruise,1,588568.63,9,25,27,3.058266969,8.495186025,9.174800907
Metro Parks & Recreation,2/13/2016,YES,YES,Sprain  (ligament),1,588568.63,9,25,27,3.058266969,8.495186025,9.174800907
Metro Parks & Recreation,2/13/2016,YES,YES,Strain (muscle/tendon),1,588568.63,9,25,27,3.058266969,8.495186025,9.174800907
Metro Police,2/13/2016,NO,NO,Bloodborne Pathogen Exposure,1,2928524.557,79,103,143,5.395208302,7.034258925,9.766009964
Metro Police,2/13/2016,YES,YES,Contusion/Bruise,1,2928524.557,79,103,143,5.395208302,7.034258925,9.766009964
Metro Police,2/13/2016,NO,YES,Crushing,1,2928524.557,79,103,143,5.395208302,7.034258925,9.766009964
Metro Police,2/13/2016,YES,YES,Strain (muscle/tendon),2,2928524.557,79,103,143,5.395208302,7.034258925,9.766009964
Metro Police,2/13/2016,NO,YES,Strain (muscle/tendon),1,2928524.557,79,103,143,5.395208302,7.034258925,9.766009964
Office of Performance Improvmt,2/13/2016,NULL,NULL,NULL,0,22360,0,0,0,0,0,0
OMB ,2/13/2016,NULL,NULL,NULL,0,412672.03,0,1,1,0,0.484646367,0.484646367
Other Officials               ,2/13/2016,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,2/13/2016,NULL,NULL,NULL,0,45340.9,0,1,1,0,4.411028453,4.411028453
Public Health & Wellness,2/13/2016,NULL,NULL,NULL,0,371849.65,0,0,5,0,0,2.689258952
PW&A ,2/13/2016,NO,YES,Strain (muscle/tendon),1,878839.4533,16,71,78,3.641165617,16.15767242,17.75068238
Waterfront Development Corp,2/13/2016,NULL,NULL,NULL,0,31574.2,0,0,0,0,0,0
Youth Detention Services      ,2/13/2016,NO,YES,Contusion/Bruise,2,252547.2833,5,9,10,3.959654552,7.127378193,7.919309104
Zoo,2/13/2016,NULL,NULL,NULL,0,339376.95,3,7,16,1.767945643,4.1252065,9.429043428
Belle of Louisville           ,1/30/2016,NULL,NULL,NULL,0,69916,0,0,0,0,0,0
Codes & Regulations,1/30/2016,NO,YES,Sprain  (ligament),1,239610.1,3,11,20,2.504068067,9.181582913,16.69378711
Commonwealth Attorney         ,1/30/2016,NULL,NULL,NULL,0,45427.5,0,0,0,0,0,0
Community Services,1/30/2016,NULL,NULL,NULL,0,262582.26,2,2,3,1.523332155,1.523332155,2.284998233
Coroner                       ,1/30/2016,NULL,NULL,NULL,0,33390.25,0,0,0,0,0,0
Corrections                   ,1/30/2016,YES,YES,Inflamation,1,967950.59,12,19,24,2.479465403,3.925820222,4.958930807
County Attorney               ,1/30/2016,NULL,NULL,NULL,0,187400.63,0,0,0,0,0,0
Dept of Information Technology,1/30/2016,NULL,NULL,NULL,0,96605.36668,0,0,1,0,0,2.070278359
Develop Louisville,1/30/2016,NULL,NULL,NULL,0,273081.39,0,0,1,0,0,0.732382386
Econ Growth & Innovation ,1/30/2016,NULL,NULL,NULL,0,61446.7,0,0,0,0,0,0
Econ Growth & Innovation-APCD,1/30/2016,NULL,NULL,NULL,0,95185.3,0,0,0,0,0,0
Emergency Mgt Agency/MetroSafe,1/30/2016,NULL,NULL,NULL,0,407598.31,0,0,0,0,0,0
Fire & Rescue                 ,1/30/2016,YES,YES,Burn from heat,2,1208166.617,48,48,51,7.945923904,7.945923904,8.442544149
Fire & Rescue                 ,1/30/2016,NO,NO,Sprain  (ligament),1,1208166.617,48,48,51,7.945923904,7.945923904,8.442544149
Fleet & Facilities,1/30/2016,NULL,NULL,NULL,0,385997.45,10,15,18,5.18138138,7.772072069,9.326486483
Human Relations Commission    ,1/30/2016,NULL,NULL,NULL,0,27208.2,0,0,1,0,0,7.350725149
Human Resources,1/30/2016,NULL,NULL,NULL,0,91732.4,0,0,0,0,0,0
Internal Auditor              ,1/30/2016,NULL,NULL,NULL,0,11165.5,0,0,0,0,0,0
Kentuckiana Works Foundation,1/30/2016,NULL,NULL,NULL,0,35501.15,0,0,0,0,0,0
Library,1/30/2016,YES,YES,Sudden Illness,1,444847.27,5,9,9,2.247962542,4.046332576,4.046332576
Louisville Metro Council      ,1/30/2016,NULL,NULL,NULL,0,158441.75,0,0,0,0,0,0
Louisville Metro EMS,1/30/2016,NO,NO,Bloodborne Pathogen Exposure,1,562374.35,32,54,76,11.38031989,19.20428981,27.02825973
Louisville Metro EMS,1/30/2016,YES,YES,Contusion/Bruise,1,562374.35,32,54,76,11.38031989,19.20428981,27.02825973
Louisville Metro EMS,1/30/2016,YES,YES,Cut or Laceration,1,562374.35,32,54,76,11.38031989,19.20428981,27.02825973
Louisville Metro EMS,1/30/2016,YES,YES,Strain (muscle/tendon),3,562374.35,32,54,76,11.38031989,19.20428981,27.02825973
Mayor's Office                ,1/30/2016,NULL,NULL,NULL,0,42654.8,0,0,1,0,0,4.688804074
Metro Animal Services         ,1/30/2016,YES,YES,Respiratory Irritation,1,103716.28,2,3,3,3.856675153,5.785012729,5.785012729
Metro Animal Services         ,1/30/2016,NO,YES,Strain (muscle/tendon),1,103716.28,2,3,3,3.856675153,5.785012729,5.785012729
Metro Criminal Justice Comm   ,1/30/2016,NULL,NULL,NULL,0,6742.4,0,0,0,0,0,0
Metro Parks & Recreation,1/30/2016,NULL,NULL,NULL,0,589228.13,6,22,24,2.036562647,7.467396372,8.146250587
Metro Police,1/30/2016,NO,NO,Bloodborne Pathogen Exposure,2,2933436.307,78,101,142,5.317995132,6.886121902,9.681478318
Metro Police,1/30/2016,YES,YES,Contusion/Bruise,1,2933436.307,78,101,142,5.317995132,6.886121902,9.681478318
Metro Police,1/30/2016,YES,YES,Sprain  (ligament),1,2933436.307,78,101,142,5.317995132,6.886121902,9.681478318
Office of Performance Improvmt,1/30/2016,NULL,NULL,NULL,0,22364.3,0,0,0,0,0,0
OMB ,1/30/2016,NULL,NULL,NULL,0,413400.23,0,1,1,0,0.483792667,0.483792667
Other Officials               ,1/30/2016,NULL,NULL,NULL,0,19500,0,0,0,0,0,0
Parking Authority of River Cty,1/30/2016,NULL,NULL,NULL,0,45261.1,0,1,1,0,4.418805553,4.418805553
Public Health & Wellness,1/30/2016,NO,NO,NULL,1,371995.28,0,0,5,0,0,2.688206151
Public Health & Wellness,1/30/2016,NO,NO,Other,1,371995.28,0,0,5,0,0,2.688206151
PW&A ,1/30/2016,NO,YES,Strain (muscle/tendon),1,879096.6033,16,72,79,3.640100517,16.38045232,17.9729963
Waterfront Development Corp,1/30/2016,NULL,NULL,NULL,0,31500.7,0,0,0,0,0,0
Youth Detention Services      ,1/30/2016,NULL,NULL,NULL,0,252675.5833,6,8,9,4.74917277,6.33223036,7.123759155
Zoo,1/30/2016,NULL,NULL,NULL,0,338797.35,3,7,16,1.770970168,4.132263726,9.445174232
Belle of Louisville           ,1/16/2016,NULL,NULL,NULL,0,70056.25,0,0,0,0,0,0
Codes & Regulations,1/16/2016,NO,NO,Other,1,238893.3,3,10,19,2.51158153,8.371938434,15.90668303
Commonwealth Attorney         ,1/16/2016,NULL,NULL,NULL,0,45232.5,0,0,0,0,0,0
Community Services,1/16/2016,NULL,NULL,NULL,0,264400.83,2,2,3,1.512854555,1.512854555,2.269281832
Coroner                       ,1/16/2016,NULL,NULL,NULL,0,33690,0,0,0,0,0,0
Corrections                   ,1/16/2016,YES,YES,Other,1,968186.09,11,18,23,2.272290444,3.718293453,4.751152746
